Id,Story,Story text,Emoji,Created at
7452,301,1564,✌🏽,2019-04-19 16:34:33 UTC
7451,1224,,👀,2019-04-18 17:41:55 UTC
7450,401,,✌🏽,2019-04-18 05:09:37 UTC
7449,283,1471,👀,2019-04-18 05:07:55 UTC
7448,283,1471,😭,2019-04-18 05:07:46 UTC
7447,283,1470,😭,2019-04-18 05:07:42 UTC
7446,283,1470,❤️,2019-04-18 05:07:39 UTC
7445,283,,😭,2019-04-18 05:07:32 UTC
7444,847,4030,✌🏽,2019-04-18 01:57:33 UTC
7443,872,4173,✌🏽,2019-04-18 01:55:05 UTC
7442,1257,,❤️,2019-04-18 01:53:16 UTC
7441,326,,✌🏽,2019-04-17 11:40:44 UTC
7440,1250,,❤️,2019-04-17 11:37:52 UTC
7439,400,,👀,2019-04-17 01:35:31 UTC
7438,1257,,👀,2019-04-17 00:53:00 UTC
7437,1257,,✌🏽,2019-04-17 00:52:56 UTC
7436,1257,,👀,2019-04-17 00:52:52 UTC
7435,1224,,😅,2019-04-16 18:33:10 UTC
7434,1194,,😭,2019-04-16 05:05:34 UTC
7433,1224,,😅,2019-04-16 05:02:59 UTC
7432,1256,,❤️,2019-04-16 04:57:21 UTC
7431,320,1664,❤️,2019-04-16 04:40:08 UTC
7430,1256,,❤️,2019-04-16 04:39:33 UTC
7429,401,2058,✌🏽,2019-04-16 03:25:09 UTC
7428,359,,✌🏽,2019-04-16 03:04:05 UTC
7427,359,,❤️,2019-04-16 03:04:04 UTC
7426,354,,❤️,2019-04-16 03:03:17 UTC
7425,1219,,✌🏽,2019-04-16 03:01:39 UTC
7424,450,2238,❤️,2019-04-16 01:45:57 UTC
7423,450,,✌🏽,2019-04-16 01:45:54 UTC
7422,1256,,✌🏽,2019-04-16 01:43:58 UTC
7421,400,2053,😭,2019-04-16 00:54:10 UTC
7420,402,2060,✌🏽,2019-04-16 00:52:59 UTC
7419,287,1494,👀,2019-04-16 00:51:26 UTC
7418,287,1493,😭,2019-04-16 00:51:20 UTC
7417,287,1493,✌🏽,2019-04-16 00:51:18 UTC
7416,1008,4874,❤️,2019-04-16 00:51:01 UTC
7415,1267,6101,❤️,2019-04-16 00:46:29 UTC
7414,1268,6105,❤️,2019-04-16 00:45:54 UTC
7413,1268,6104,✌🏽,2019-04-16 00:45:50 UTC
7412,1268,6102,✌🏽,2019-04-16 00:45:45 UTC
7411,1268,6102,✌🏽,2019-04-16 00:45:40 UTC
7410,140,,✌🏽,2019-04-16 00:01:15 UTC
7409,9,,❤️,2019-04-16 00:00:33 UTC
7408,1224,,❤️,2019-04-15 23:44:23 UTC
7407,1257,,😭,2019-04-15 23:43:21 UTC
7406,1257,,✌🏽,2019-04-15 23:43:14 UTC
7405,1224,,❤️,2019-04-15 23:42:43 UTC
7404,1204,5741,👀,2019-04-15 22:10:49 UTC
7403,1257,6037,❤️,2019-04-15 19:17:36 UTC
7402,1267,,😭,2019-04-15 19:16:53 UTC
7401,1224,,😅,2019-04-15 18:44:50 UTC
7400,1256,,❤️,2019-04-15 18:44:14 UTC
7399,418,2121,✌🏽,2019-04-15 14:56:42 UTC
7398,418,2120,✌🏽,2019-04-15 14:56:41 UTC
7397,418,2119,✌🏽,2019-04-15 14:56:38 UTC
7396,418,,✌🏽,2019-04-15 14:56:36 UTC
7395,400,,😭,2019-04-15 14:53:43 UTC
7394,400,,😅,2019-04-15 14:53:38 UTC
7393,401,2058,❤️,2019-04-15 14:06:14 UTC
7392,401,2057,✌🏽,2019-04-15 14:06:00 UTC
7391,401,2056,✌🏽,2019-04-15 14:05:58 UTC
7390,1229,,❤️,2019-04-15 14:05:12 UTC
7389,908,,❤️,2019-04-14 02:21:47 UTC
7388,908,,✌🏽,2019-04-14 02:21:44 UTC
7387,1268,6104,✌🏽,2019-04-14 01:44:47 UTC
7386,1268,6103,✌🏽,2019-04-14 01:44:37 UTC
7385,1268,6102,✌🏽,2019-04-14 01:44:31 UTC
7384,1268,6104,❤️,2019-04-13 18:22:53 UTC
7383,1224,,✌🏽,2019-04-13 14:32:15 UTC
7382,1256,,👀,2019-04-13 14:31:27 UTC
7381,1267,,😭,2019-04-13 14:30:40 UTC
7380,1268,,😭,2019-04-13 07:24:43 UTC
7379,444,2218,❤️,2019-04-13 05:39:10 UTC
7378,1194,,👀,2019-04-12 11:55:59 UTC
7377,451,,👀,2019-04-12 11:55:04 UTC
7376,1219,,👀,2019-04-12 11:53:52 UTC
7375,847,,✌🏽,2019-04-12 03:15:45 UTC
7374,310,,✌🏽,2019-04-12 03:13:41 UTC
7373,1178,,✌🏽,2019-04-12 03:12:27 UTC
7372,1268,6105,❤️,2019-04-11 14:55:36 UTC
7371,1268,6103,❤️,2019-04-10 02:29:05 UTC
7370,1268,6103,❤️,2019-04-10 02:29:01 UTC
7369,1268,,😭,2019-04-10 02:23:21 UTC
7368,1268,6105,👀,2019-04-10 02:23:15 UTC
7367,1268,6104,😅,2019-04-10 02:23:12 UTC
7366,1268,6103,😭,2019-04-10 02:23:09 UTC
7365,1268,6103,❤️,2019-04-10 02:16:34 UTC
7364,1267,,😅,2019-04-10 01:29:43 UTC
7363,1268,,👀,2019-04-10 01:29:01 UTC
7362,328,1705,👀,2019-04-09 16:47:05 UTC
7361,1257,,👀,2019-04-09 02:02:55 UTC
7360,1257,,❤️,2019-04-09 02:01:30 UTC
7359,914,4372,😅,2019-04-08 07:27:25 UTC
7358,1256,,❤️,2019-04-08 00:30:17 UTC
7357,1256,,✌🏽,2019-04-08 00:30:00 UTC
7356,1268,6103,❤️,2019-04-07 20:53:10 UTC
7355,1267,,👀,2019-04-07 06:35:06 UTC
7354,1268,6103,✌🏽,2019-04-07 03:04:00 UTC
7353,1268,,👀,2019-04-07 02:51:56 UTC
7352,1268,,✌🏽,2019-04-07 02:51:44 UTC
7351,1268,,😭,2019-04-06 22:31:25 UTC
7350,1268,6105,👀,2019-04-06 18:04:13 UTC
7349,1268,6105,👀,2019-04-06 18:04:12 UTC
7348,1268,6104,👀,2019-04-06 18:04:10 UTC
7347,1268,6104,👀,2019-04-06 18:04:09 UTC
7346,1268,6105,👀,2019-04-06 18:01:52 UTC
7345,1257,,❤️,2019-04-06 03:27:11 UTC
7344,1268,,😅,2019-04-05 23:30:41 UTC
7343,1268,,✌🏽,2019-04-05 23:30:38 UTC
7342,1268,,❤️,2019-04-05 23:30:36 UTC
7341,1268,6105,❤️,2019-04-05 23:30:23 UTC
7340,1204,,✌🏽,2019-04-05 03:39:53 UTC
7339,1224,5848,👀,2019-04-05 03:39:27 UTC
7338,1191,,😭,2019-04-05 02:57:14 UTC
7337,223,1161,👀,2019-04-05 01:12:17 UTC
7336,143,746,😭,2019-04-05 01:07:58 UTC
7335,143,746,❤️,2019-04-05 01:07:53 UTC
7334,143,747,❤️,2019-04-05 01:07:51 UTC
7333,143,743,❤️,2019-04-05 01:07:49 UTC
7332,143,745,❤️,2019-04-05 01:07:47 UTC
7331,143,745,❤️,2019-04-05 01:07:43 UTC
7330,1194,,👀,2019-04-04 22:52:40 UTC
7329,283,1468,👀,2019-04-04 22:44:47 UTC
7328,172,889,✌🏽,2019-04-04 22:05:14 UTC
7327,172,888,✌🏽,2019-04-04 22:05:12 UTC
7326,172,887,✌🏽,2019-04-04 22:05:10 UTC
7325,172,892,✌🏽,2019-04-04 22:05:07 UTC
7324,420,2127,👀,2019-04-04 22:00:56 UTC
7323,1219,5809,❤️,2019-04-04 18:36:30 UTC
7322,225,1176,👀,2019-04-04 10:56:17 UTC
7321,1173,,😅,2019-04-04 10:51:17 UTC
7320,1194,,👀,2019-04-04 05:47:17 UTC
7319,392,,❤️,2019-04-04 04:32:03 UTC
7318,1211,,✌🏽,2019-04-04 04:31:09 UTC
7317,699,,✌🏽,2019-04-04 02:40:05 UTC
7316,699,3366,😭,2019-04-04 02:40:03 UTC
7315,178,919,😭,2019-04-04 00:14:53 UTC
7314,524,2548,😅,2019-04-04 00:11:44 UTC
7313,94,473,👀,2019-04-03 23:54:07 UTC
7312,94,472,😅,2019-04-03 23:54:05 UTC
7311,94,472,😅,2019-04-03 23:54:03 UTC
7310,94,472,😅,2019-04-03 23:54:01 UTC
7309,129,667,👀,2019-04-03 23:53:48 UTC
7308,129,670,👀,2019-04-03 23:53:35 UTC
7307,129,670,👀,2019-04-03 23:53:31 UTC
7306,192,,✌🏽,2019-04-03 23:49:26 UTC
7305,192,985,❤️,2019-04-03 23:49:24 UTC
7304,192,985,❤️,2019-04-03 23:49:21 UTC
7303,374,1937,😭,2019-04-03 23:42:05 UTC
7302,51,257,😅,2019-04-03 22:05:11 UTC
7301,51,256,😅,2019-04-03 22:05:08 UTC
7300,51,255,😅,2019-04-03 22:05:03 UTC
7299,914,4371,❤️,2019-04-03 22:03:48 UTC
7298,4,,✌🏽,2019-04-03 22:03:14 UTC
7297,4,,😭,2019-04-03 22:03:12 UTC
7296,1224,5846,👀,2019-04-03 22:02:07 UTC
7295,532,,😅,2019-04-03 13:33:29 UTC
7294,578,,❤️,2019-04-03 13:33:06 UTC
7293,578,2827,❤️,2019-04-03 13:33:02 UTC
7292,578,2828,❤️,2019-04-03 13:33:00 UTC
7291,578,2829,❤️,2019-04-03 13:32:59 UTC
7290,578,2830,❤️,2019-04-03 13:32:56 UTC
7289,578,2831,❤️,2019-04-03 13:32:54 UTC
7288,386,1990,✌🏽,2019-04-03 13:28:47 UTC
7287,392,2019,😭,2019-04-03 13:26:44 UTC
7286,536,2602,✌🏽,2019-04-03 04:15:20 UTC
7285,536,2602,👀,2019-04-03 04:15:18 UTC
7284,536,2603,✌🏽,2019-04-03 04:15:16 UTC
7283,536,2604,✌🏽,2019-04-03 04:15:14 UTC
7282,536,2605,✌🏽,2019-04-03 04:15:12 UTC
7281,536,2606,✌🏽,2019-04-03 04:15:10 UTC
7280,536,,❤️,2019-04-03 04:15:08 UTC
7279,536,2607,✌🏽,2019-04-03 04:15:05 UTC
7278,368,1901,✌🏽,2019-04-03 04:13:38 UTC
7277,274,1420,👀,2019-04-03 03:57:19 UTC
7276,820,3862,✌🏽,2019-04-03 03:55:19 UTC
7275,820,3863,✌🏽,2019-04-03 03:55:16 UTC
7274,820,3864,✌🏽,2019-04-03 03:55:14 UTC
7273,820,3865,✌🏽,2019-04-03 03:55:12 UTC
7272,820,3866,✌🏽,2019-04-03 03:55:09 UTC
7271,820,3867,✌🏽,2019-04-03 03:55:08 UTC
7270,914,4483,❤️,2019-04-03 03:53:42 UTC
7269,129,670,✌🏽,2019-04-03 03:51:15 UTC
7268,1219,5811,✌🏽,2019-04-03 03:48:50 UTC
7267,1219,5811,❤️,2019-04-03 03:48:45 UTC
7266,1219,5811,😭,2019-04-03 03:48:35 UTC
7265,230,1202,👀,2019-04-03 03:48:35 UTC
7264,9,41,✌🏽,2019-04-03 03:47:07 UTC
7263,9,43,✌🏽,2019-04-03 03:47:05 UTC
7262,386,1991,😅,2019-04-03 03:44:24 UTC
7261,386,1990,👀,2019-04-03 03:44:15 UTC
7260,128,,😭,2019-04-03 03:44:02 UTC
7259,267,,✌🏽,2019-04-03 03:39:15 UTC
7258,1191,,👀,2019-04-03 03:37:29 UTC
7257,1224,5846,👀,2019-04-02 21:43:42 UTC
7256,1173,,✌🏽,2019-04-02 20:30:48 UTC
7255,23,116,✌🏽,2019-04-01 09:29:48 UTC
7254,1224,,😅,2019-04-01 09:26:31 UTC
7253,1224,,😅,2019-04-01 05:59:07 UTC
7252,1219,,❤️,2019-04-01 03:33:13 UTC
7251,1229,,😭,2019-03-30 16:27:49 UTC
7250,1224,,😭,2019-03-30 16:27:38 UTC
7249,563,2751,❤️,2019-03-29 21:06:22 UTC
7248,563,2753,👀,2019-03-29 21:06:14 UTC
7247,55,272,👀,2019-03-29 21:05:19 UTC
7246,1001,,😅,2019-03-29 21:04:12 UTC
7245,1219,,✌🏽,2019-03-29 16:36:38 UTC
7244,1219,,✌🏽,2019-03-29 16:36:31 UTC
7243,1219,,✌🏽,2019-03-29 16:36:29 UTC
7242,1219,,✌🏽,2019-03-29 16:36:24 UTC
7241,1219,,✌🏽,2019-03-29 16:36:21 UTC
7240,1219,,✌🏽,2019-03-29 16:36:19 UTC
7239,1229,,✌🏽,2019-03-28 22:40:17 UTC
7238,1136,,❤️,2019-03-28 22:39:20 UTC
7237,1177,,❤️,2019-03-28 22:38:37 UTC
7236,465,,✌🏽,2019-03-28 21:51:10 UTC
7235,1050,,❤️,2019-03-28 21:48:08 UTC
7234,1157,,👀,2019-03-28 21:46:56 UTC
7233,301,,👀,2019-03-28 21:45:57 UTC
7232,55,272,👀,2019-03-28 05:01:36 UTC
7231,1001,,👀,2019-03-27 23:14:16 UTC
7230,1179,,👀,2019-03-27 23:13:36 UTC
7229,1059,5144,❤️,2019-03-27 22:15:30 UTC
7228,444,2220,❤️,2019-03-27 22:14:45 UTC
7227,1178,,❤️,2019-03-27 21:23:33 UTC
7226,1229,5879,❤️,2019-03-27 21:22:02 UTC
7225,872,,❤️,2019-03-26 00:09:39 UTC
7224,451,,👀,2019-03-23 01:02:42 UTC
7223,980,4727,❤️,2019-03-22 14:49:34 UTC
7222,257,1340,😭,2019-03-21 16:45:46 UTC
7221,253,1313,❤️,2019-03-21 16:42:09 UTC
7220,55,275,✌🏽,2019-03-21 08:15:25 UTC
7219,442,2206,❤️,2019-03-20 23:17:16 UTC
7218,267,1396,❤️,2019-03-20 23:15:56 UTC
7217,231,1208,😭,2019-03-20 23:12:51 UTC
7216,1013,4896,✌🏽,2019-03-20 23:11:52 UTC
7215,1050,5090,❤️,2019-03-20 23:08:02 UTC
7214,1050,5088,✌🏽,2019-03-20 23:07:50 UTC
7213,55,275,✌🏽,2019-03-20 23:03:52 UTC
7212,55,273,✌🏽,2019-03-20 23:03:26 UTC
7211,244,,✌🏽,2019-03-20 23:01:41 UTC
7210,990,,❤️,2019-03-20 22:56:29 UTC
7209,1159,,👀,2019-03-20 22:51:58 UTC
7208,287,,✌🏽,2019-03-20 22:50:59 UTC
7207,979,,❤️,2019-03-20 17:23:18 UTC
7206,1189,,❤️,2019-03-20 07:57:40 UTC
7205,1194,,✌🏽,2019-03-19 20:16:50 UTC
7204,121,,❤️,2019-03-18 17:26:20 UTC
7203,301,,✌🏽,2019-03-18 11:40:46 UTC
7202,301,,✌🏽,2019-03-18 11:40:42 UTC
7201,1204,,✌🏽,2019-03-18 11:39:44 UTC
7200,1194,,❤️,2019-03-18 11:14:07 UTC
7199,1179,,❤️,2019-03-18 01:46:43 UTC
7198,8,,❤️,2019-03-17 22:54:43 UTC
7197,1194,,👀,2019-03-17 18:19:16 UTC
7196,1189,,❤️,2019-03-17 05:27:59 UTC
7195,1194,,👀,2019-03-17 05:26:55 UTC
7194,1173,5600,✌🏽,2019-03-16 22:04:21 UTC
7193,1178,,👀,2019-03-16 22:02:54 UTC
7192,1178,5622,👀,2019-03-16 19:57:37 UTC
7191,1173,5600,❤️,2019-03-16 17:20:20 UTC
7190,1178,5619,😅,2019-03-16 17:19:22 UTC
7189,401,2058,❤️,2019-03-16 16:30:30 UTC
7188,452,,✌🏽,2019-03-16 16:29:40 UTC
7187,451,,😅,2019-03-16 16:29:18 UTC
7186,1211,,✌🏽,2019-03-16 16:28:35 UTC
7185,1179,,✌🏽,2019-03-16 16:28:03 UTC
7184,1191,,👀,2019-03-16 05:57:34 UTC
7183,1189,,✌🏽,2019-03-16 03:05:02 UTC
7182,396,,✌🏽,2019-03-15 21:41:39 UTC
7181,1135,,✌🏽,2019-03-15 21:37:15 UTC
7180,1191,,😅,2019-03-15 21:31:30 UTC
7179,1189,,❤️,2019-03-15 16:49:05 UTC
7178,301,1564,✌🏽,2019-03-15 00:51:39 UTC
7177,1211,,😅,2019-03-15 00:50:15 UTC
7176,1208,,👀,2019-03-15 00:49:38 UTC
7175,396,,❤️,2019-03-15 00:28:11 UTC
7174,1033,,❤️,2019-03-14 11:25:14 UTC
7173,1047,,✌🏽,2019-03-14 10:44:05 UTC
7172,1173,,❤️,2019-03-14 10:42:44 UTC
7171,1211,,✌🏽,2019-03-14 10:41:50 UTC
7170,1211,,❤️,2019-03-14 10:41:47 UTC
7169,86,424,❤️,2019-03-13 16:26:39 UTC
7168,453,2244,❤️,2019-03-12 20:09:57 UTC
7167,453,2245,❤️,2019-03-12 19:32:39 UTC
7166,453,2245,❤️,2019-03-12 19:07:22 UTC
7165,359,1866,❤️,2019-03-12 16:00:28 UTC
7164,287,1492,✌🏽,2019-03-10 19:11:12 UTC
7163,287,1494,❤️,2019-03-10 19:11:02 UTC
7162,1013,4897,😭,2019-03-10 10:43:05 UTC
7161,939,4494,❤️,2019-03-10 10:36:41 UTC
7160,939,4494,❤️,2019-03-10 10:36:38 UTC
7159,942,,😅,2019-03-10 10:35:10 UTC
7158,285,1477,❤️,2019-03-10 10:29:27 UTC
7157,433,2176,👀,2019-03-10 10:28:39 UTC
7156,301,1565,✌🏽,2019-03-10 03:45:05 UTC
7155,401,,❤️,2019-03-10 02:15:01 UTC
7154,401,,✌🏽,2019-03-10 02:15:00 UTC
7153,1008,,❤️,2019-03-09 22:43:15 UTC
7152,400,2055,😅,2019-03-09 14:06:36 UTC
7151,287,1491,😅,2019-03-09 14:03:25 UTC
7150,287,1493,👀,2019-03-09 05:18:58 UTC
7149,1008,,👀,2019-03-07 18:28:52 UTC
7148,301,1565,😭,2019-03-07 18:16:41 UTC
7147,255,1322,😭,2019-03-07 15:46:50 UTC
7146,320,1664,👀,2019-03-07 15:44:45 UTC
7145,1122,,❤️,2019-03-07 15:43:33 UTC
7144,301,1569,✌🏽,2019-03-07 15:40:36 UTC
7143,301,1568,👀,2019-03-07 15:40:29 UTC
7142,301,1567,✌🏽,2019-03-07 15:40:23 UTC
7141,301,1566,✌🏽,2019-03-07 15:40:19 UTC
7140,301,1565,✌🏽,2019-03-07 15:40:10 UTC
7139,301,1564,✌🏽,2019-03-07 15:40:06 UTC
7138,285,1484,❤️,2019-03-07 15:39:48 UTC
7137,285,1481,✌🏽,2019-03-07 15:39:26 UTC
7136,285,1480,✌🏽,2019-03-07 15:39:19 UTC
7135,285,1479,✌🏽,2019-03-07 15:39:15 UTC
7134,285,1478,✌🏽,2019-03-07 15:39:05 UTC
7133,285,1477,✌🏽,2019-03-07 15:38:51 UTC
7132,446,2224,❤️,2019-03-07 12:50:32 UTC
7131,401,2056,✌🏽,2019-03-07 12:48:32 UTC
7130,418,,✌🏽,2019-03-07 12:21:28 UTC
7129,285,1478,👀,2019-03-07 11:51:56 UTC
7128,285,1477,❤️,2019-03-07 11:51:22 UTC
7127,466,2284,👀,2019-03-07 03:14:14 UTC
7126,466,2284,😭,2019-03-07 03:14:09 UTC
7125,301,,✌🏽,2019-03-07 03:00:28 UTC
7124,301,,✌🏽,2019-03-07 03:00:26 UTC
7123,301,,😭,2019-03-07 03:00:21 UTC
7122,1008,,👀,2019-03-07 01:12:09 UTC
7121,238,1243,✌🏽,2019-03-07 01:04:20 UTC
7120,238,1243,✌🏽,2019-03-07 01:04:18 UTC
7119,1050,5091,❤️,2019-03-06 22:24:10 UTC
7118,1159,5539,✌🏽,2019-03-06 22:23:16 UTC
7117,1159,5538,✌🏽,2019-03-06 22:23:05 UTC
7116,426,2152,❤️,2019-03-06 22:19:27 UTC
7115,146,,✌🏽,2019-03-06 22:17:49 UTC
7114,343,1781,✌🏽,2019-03-06 19:48:06 UTC
7113,343,1783,✌🏽,2019-03-06 19:48:03 UTC
7112,343,1782,✌🏽,2019-03-06 19:48:02 UTC
7111,343,1783,✌🏽,2019-03-06 19:48:00 UTC
7110,343,1784,✌🏽,2019-03-06 19:47:59 UTC
7109,343,1784,✌🏽,2019-03-06 19:47:57 UTC
7108,343,1785,✌🏽,2019-03-06 19:47:53 UTC
7107,343,1786,✌🏽,2019-03-06 19:47:50 UTC
7106,343,1786,✌🏽,2019-03-06 19:47:47 UTC
7105,287,1494,👀,2019-03-06 16:18:08 UTC
7104,287,1494,✌🏽,2019-03-06 16:18:04 UTC
7103,1006,,✌🏽,2019-03-06 04:12:50 UTC
7102,460,,✌🏽,2019-03-06 04:12:08 UTC
7101,460,,😅,2019-03-06 04:12:05 UTC
7100,1021,,👀,2019-03-06 04:11:25 UTC
7099,980,,❤️,2019-03-06 04:10:43 UTC
7098,1137,,😭,2019-03-06 04:09:09 UTC
7097,1122,,👀,2019-03-06 04:08:40 UTC
7096,1159,,😅,2019-03-06 04:07:23 UTC
7095,1008,,👀,2019-03-06 04:06:29 UTC
7094,301,,👀,2019-03-06 04:06:09 UTC
7093,287,,👀,2019-03-06 04:04:44 UTC
7092,146,,👀,2019-03-06 04:04:10 UTC
7091,301,,❤️,2019-03-06 02:28:24 UTC
7090,106,,❤️,2019-03-06 02:25:18 UTC
7089,1050,5090,❤️,2019-03-06 01:29:41 UTC
7088,402,2059,👀,2019-03-06 01:29:02 UTC
7087,402,2060,❤️,2019-03-06 01:28:51 UTC
7086,1013,,😭,2019-03-06 01:26:41 UTC
7085,916,4377,😅,2019-03-05 22:15:20 UTC
7084,321,1667,✌🏽,2019-03-05 21:46:38 UTC
7083,501,2439,✌🏽,2019-03-05 20:23:16 UTC
7082,142,,👀,2019-03-05 02:03:22 UTC
7081,345,,✌🏽,2019-03-04 00:49:10 UTC
7080,401,2058,❤️,2019-03-03 06:16:23 UTC
7079,401,2057,✌🏽,2019-03-03 06:16:13 UTC
7078,401,2056,✌🏽,2019-03-03 06:16:07 UTC
7077,400,2053,😅,2019-03-03 06:15:49 UTC
7076,400,2054,✌🏽,2019-03-03 06:15:43 UTC
7075,400,2055,😭,2019-03-03 06:15:31 UTC
7074,400,,😭,2019-03-03 06:15:26 UTC
7073,400,,👀,2019-03-03 05:58:02 UTC
7072,86,424,👀,2019-03-03 00:55:02 UTC
7071,1123,,❤️,2019-03-02 22:32:40 UTC
7070,460,,😭,2019-03-02 15:59:31 UTC
7069,225,1176,😅,2019-03-02 01:36:37 UTC
7068,225,1175,✌🏽,2019-03-02 01:36:26 UTC
7067,991,4784,❤️,2019-03-02 01:34:22 UTC
7066,345,1797,👀,2019-03-02 01:31:19 UTC
7065,292,1523,✌🏽,2019-03-02 01:28:57 UTC
7064,1005,4857,😅,2019-03-02 01:28:18 UTC
7063,1021,4936,👀,2019-03-02 01:26:49 UTC
7062,460,2265,✌🏽,2019-03-02 01:26:23 UTC
7061,465,2282,✌🏽,2019-03-02 01:26:13 UTC
7060,460,,😅,2019-03-02 01:25:35 UTC
7059,1013,,✌🏽,2019-03-02 01:19:22 UTC
7058,444,2220,👀,2019-03-02 01:17:35 UTC
7057,1059,,✌🏽,2019-03-02 01:16:27 UTC
7056,92,,👀,2019-03-02 01:15:02 UTC
7055,1137,,✌🏽,2019-03-02 01:13:44 UTC
7054,88,,❤️,2019-03-02 00:56:48 UTC
7053,980,4726,😅,2019-02-27 23:50:03 UTC
7052,88,437,❤️,2019-02-27 03:46:56 UTC
7051,1137,5435,😭,2019-02-26 12:21:25 UTC
7050,1137,5434,✌🏽,2019-02-26 12:21:14 UTC
7049,162,836,✌🏽,2019-02-26 01:01:42 UTC
7048,88,437,❤️,2019-02-25 23:21:30 UTC
7047,88,,😅,2019-02-25 01:27:07 UTC
7046,421,2132,👀,2019-02-24 00:09:31 UTC
7045,421,2129,❤️,2019-02-24 00:08:56 UTC
7044,982,4734,👀,2019-02-24 00:08:15 UTC
7043,435,2181,❤️,2019-02-24 00:07:34 UTC
7042,435,2180,❤️,2019-02-24 00:07:03 UTC
7041,393,2026,👀,2019-02-24 00:05:58 UTC
7040,163,844,😭,2019-02-22 23:03:21 UTC
7039,163,842,👀,2019-02-22 23:03:12 UTC
7038,442,2207,👀,2019-02-22 22:21:49 UTC
7037,442,2207,😭,2019-02-22 22:21:44 UTC
7036,96,484,😭,2019-02-22 21:45:55 UTC
7035,349,1818,✌🏽,2019-02-22 21:25:06 UTC
7034,14,66,😭,2019-02-22 21:22:48 UTC
7033,88,,👀,2019-02-22 19:49:12 UTC
7032,88,437,❤️,2019-02-22 19:49:08 UTC
7031,355,1846,😭,2019-02-22 13:10:03 UTC
7030,798,3755,😅,2019-02-22 13:07:59 UTC
7029,14,66,😭,2019-02-22 13:03:40 UTC
7028,348,1812,👀,2019-02-22 13:01:44 UTC
7027,281,1459,👀,2019-02-22 12:59:19 UTC
7026,281,1458,😅,2019-02-22 12:59:05 UTC
7025,281,1457,✌🏽,2019-02-22 12:58:50 UTC
7024,241,1253,✌🏽,2019-02-22 12:57:57 UTC
7023,241,1252,👀,2019-02-22 12:57:41 UTC
7022,7,32,✌🏽,2019-02-22 12:56:40 UTC
7021,7,32,👀,2019-02-22 12:56:39 UTC
7020,7,31,✌🏽,2019-02-22 12:56:28 UTC
7019,7,30,✌🏽,2019-02-22 12:56:20 UTC
7018,7,29,✌🏽,2019-02-22 12:56:16 UTC
7017,88,,❤️,2019-02-22 11:07:11 UTC
7016,438,,✌🏽,2019-02-22 04:59:52 UTC
7015,267,1396,✌🏽,2019-02-22 04:59:10 UTC
7014,445,,✌🏽,2019-02-22 04:53:06 UTC
7013,1013,,✌🏽,2019-02-22 04:52:33 UTC
7012,1021,,❤️,2019-02-19 03:04:43 UTC
7011,465,2282,❤️,2019-02-19 03:03:16 UTC
7010,465,,❤️,2019-02-19 03:03:08 UTC
7009,292,1524,😭,2019-02-18 21:52:00 UTC
7008,292,1523,😭,2019-02-18 21:51:57 UTC
7007,292,1526,😭,2019-02-18 21:51:49 UTC
7006,292,1525,😭,2019-02-18 21:51:45 UTC
7005,292,1526,😭,2019-02-18 21:51:38 UTC
7004,65,327,😅,2019-02-18 05:40:19 UTC
7003,65,326,✌🏽,2019-02-18 05:40:12 UTC
7002,65,325,✌🏽,2019-02-18 05:40:08 UTC
7001,65,324,✌🏽,2019-02-18 05:40:03 UTC
7000,321,1669,❤️,2019-02-18 05:39:45 UTC
6999,321,1668,❤️,2019-02-18 05:39:42 UTC
6998,321,1669,✌🏽,2019-02-18 05:39:40 UTC
6997,321,1668,😅,2019-02-18 05:39:24 UTC
6996,321,1667,✌🏽,2019-02-18 05:39:10 UTC
6995,321,1666,👀,2019-02-18 05:39:04 UTC
6994,321,1665,❤️,2019-02-18 05:38:49 UTC
6993,626,2944,✌🏽,2019-02-18 05:38:35 UTC
6992,626,2942,✌🏽,2019-02-18 05:38:27 UTC
6991,626,2944,✌🏽,2019-02-18 05:38:23 UTC
6990,626,2944,❤️,2019-02-18 05:38:16 UTC
6989,1021,4937,❤️,2019-02-18 05:19:24 UTC
6988,916,,✌🏽,2019-02-16 19:58:40 UTC
6987,225,1172,👀,2019-02-16 15:47:05 UTC
6986,267,1391,👀,2019-02-16 15:31:07 UTC
6985,345,,😭,2019-02-15 23:09:29 UTC
6967,1005,4857,✌🏽,2019-02-15 12:08:28 UTC
6966,1005,,✌🏽,2019-02-15 12:08:26 UTC
6965,1005,,✌🏽,2019-02-15 12:08:24 UTC
6964,1005,4857,✌🏽,2019-02-15 12:08:20 UTC
6963,1005,,✌🏽,2019-02-15 12:08:17 UTC
6962,1005,,✌🏽,2019-02-15 12:08:15 UTC
6961,1005,4857,✌🏽,2019-02-15 12:08:13 UTC
6960,1005,,✌🏽,2019-02-15 12:08:11 UTC
6959,1005,,✌🏽,2019-02-15 12:08:08 UTC
6958,1005,,✌🏽,2019-02-15 12:08:06 UTC
6957,1005,,❤️,2019-02-15 12:08:03 UTC
6956,1005,,😅,2019-02-15 12:08:00 UTC
6955,1005,,✌🏽,2019-02-15 12:07:58 UTC
6954,1005,,✌🏽,2019-02-15 12:07:57 UTC
6953,1005,,✌🏽,2019-02-15 12:07:54 UTC
6952,1005,,✌🏽,2019-02-15 12:07:51 UTC
6951,974,4696,❤️,2019-02-15 03:50:54 UTC
